emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
34,62,126,736,842,555,87,34
34,59,136,771,717,556,74,34
44,66,130,673,922,566,109,43
34,60,123,745,868,521,105,39
34,67,127,682,881,532,78,37
34,81,138,698,885,488,76,39
32,80,135,715,914,436,85,38
29,76,135,811,847,413,88,36
30,78,139,736,821,438,83,35
31,74,137,794,811,483,89,34
34,62,126,736,842,555,87,34
34,59,136,771,717,556,74,34
34,57,147,694,723,553,69,35
37,76,153,667,752,572,75,37
40,76,154,608,736,483,76,39
38,82,155,625,650,420,76,37
36,82,146,634,776,463,84,36
35,82,140,680,706,466,79,35
33,66,119,693,687,412,69,31
30,74,104,723,708,446,58,29
30,71,100,722,732,422,72,32
29,75,119,782,720,421,88,35
34,80,143,871,740,462,90,34
32,77,141,853,693,463,94,36
32,79,161,959,637,492,96,35
31,88,162,963,671,526,84,33
36,94,156,894,597,485,80,28
32,95,132,786,602,463,81,30
37,101,139,793,639,539,79,31
40,99,124,644,648,488,77,29
39,87,140,699,613,470,90,33
37,87,167,688,553,448,71,32
34,80,143,871,740,462,90,34
32,77,141,853,693,463,94,36
32,79,161,959,637,492,96,35
31,88,162,963,671,526,84,33
36,94,156,894,597,485,80,28
32,95,132,786,602,463,81,30
37,101,139,793,639,539,79,31
40,99,124,644,648,488,77,29
39,87,140,699,613,470,90,33
37,87,167,688,553,448,71,32
38,94,168,634,558,430,72,29
34,96,163,612,542,365,72,33
33,87,158,648,586,349,108,136
33,84,142,553,650,309,120,154
33,74,97,463,687,305,161,176
32,63,83,447,636,247,182,194
33,51,77,403,619,154,206,212
103,56,63,232,567,243,222,212
117,62,46,214,496,251,242,282
124,72,46,206,456,249,307,325
153,84,48,190,442,244,369,376
185,95,54,167,421,235,399,427
172,98,57,142,375,131,401,412
171,96,56,96,293,116,409,404
196,91,62,91,293,127,387,407
189,97,59,74,324,130,366,370
184,100,58,81,343,135,325,300
181,101,59,87,359,125,332,324
175,111,60,103,457,142,313,281
141,113,48,98,461,146,272,249
153,84,48,190,442,244,369,376
185,95,54,167,421,235,399,427
172,98,57,142,375,131,401,412
171,96,56,96,293,116,409,404
196,91,62,91,293,127,387,407
189,97,59,74,324,130,366,370
184,100,58,81,343,135,325,300
181,101,59,87,359,125,332,324
175,111,60,103,457,142,313,281
141,113,48,98,461,146,272,249
124,98,55,122,448,140,222,237
84,83,49,126,428,329,243,243
56,77,44,127,508,369,203,200
51,60,43,115,470,369,227,208
48,61,45,120,464,372,224,180
40,56,35,105,494,374,207,205
32,56,45,116,519,235,176,201
33,50,46,160,547,201,175,213
30,64,51,178,527,312,116,188
26,58,55,185,532,314,89,170
23,58,57,183,566,318,112,121
23,53,62,173,562,316,132,113
22,62,69,142,462,291,131,108
27,56,76,149,551,164,129,126
26,61,80,165,579,150,130,129
26,61,79,169,551,154,108,119
25,69,76,169,537,143,70,115
26,61,72,162,552,141,88,124
24,65,61,150,498,130,108,145
22,64,52,124,447,125,114,146
23,58,57,183,566,318,112,121
23,53,62,173,562,316,132,113
22,62,69,142,462,291,131,108
27,56,76,149,551,164,129,126
26,61,80,165,579,150,130,129
26,61,79,169,551,154,108,119
25,69,76,169,537,143,70,115
26,61,72,162,552,141,88,124
24,65,61,150,498,130,108,145
22,64,52,124,447,125,114,146
23,67,58,120,400,114,121,153
22,62,57,139,530,150,120,153
23,65,55,136,559,288,104,131
21,51,58,115,507,312,92,77
23,67,60,110,504,317,88,139
22,67,61,108,566,330,107,142
24,68,60,87,544,319,112,143
21,66,60,87,488,208,111,143
21,73,58,89,478,171,102,146
21,54,57,95,505,159,96,82
24,63,59,96,442,138,91,113
25,60,59,88,310,203,117,142
27,76,58,86,333,241,123,146
25,70,58,86,351,244,122,146
25,70,60,92,367,241,123,146
23,67,53,82,432,233,117,111
21,82,52,77,459,167,99,110
22,67,54,76,466,114,134,130
25,67,52,73,464,139,143,130
24,66,52,62,453,167,141,137
24,63,59,96,442,138,91,113
25,60,59,88,310,203,117,142
27,76,58,86,333,241,123,146
25,70,58,86,351,244,122,146
25,70,60,92,367,241,123,146
23,67,53,82,432,233,117,111
21,82,52,77,459,167,99,110
22,67,54,76,466,114,134,130
25,67,52,73,464,139,143,130
24,66,52,62,453,167,141,137
24,75,48,61,414,171,138,141
22,69,53,58,412,172,129,111
21,70,55,59,376,163,92,80
20,74,69,63,363,131,89,76
20,75,66,72,403,96,92,101
21,66,68,85,380,112,87,100
24,62,66,87,354,120,89,102
27,67,66,88,369,130,98,140
27,77,57,84,360,129,98,147
26,77,60,72,267,131,96,123
24,73,59,61,302,145,100,121
24,72,56,62,330,143,109,135
24,96,58,59,334,147,96,108
23,89,56,59,327,164,87,101
25,91,57,62,322,160,104,106
25,89,57,65,338,140,98,109
23,91,69,66,319,189,106,97
19,76,67,70,303,190,104,83
18,75,66,73,325,177,102,78
17,73,63,78,431,201,84,69
36,63,154,751,773,459,54,28
38,67,164,810,809,482,49,28
36,62,165,807,802,505,51,27
35,59,159,800,762,486,51,27
37,56,148,809,778,464,53,29
43,51,129,840,796,467,57,30
41,58,135,759,698,443,58,33
40,62,138,859,729,425,59,31
39,67,152,802,686,468,57,31
38,68,153,861,689,450,59,30
32,66,152,806,706,474,61,35
29,56,131,745,707,501,62,31
35,65,139,672,667,497,63,32
35,58,126,730,624,531,70,32
42,68,145,734,617,518,71,35
42,72,165,780,665,493,73,32
47,76,168,839,753,509,75,34
43,76,174,846,724,497,68,33
44,81,169,767,714,442,66,33
38,73,158,688,661,463,62,29
38,71,139,716,646,460,57,28
31,65,140,669,605,436,55,26
33,69,114,591,618,451,61,28
36,65,114,584,626,442,59,28
34,62,108,624,673,450,58,26
33,63,119,580,614,494,66,26
36,73,119,597,543,527,65,27
37,61,122,663,536,517,61,27
35,72,146,711,631,541,60,31
35,74,145,687,639,557,63,33
38,71,139,716,646,460,57,28
31,65,140,669,605,436,55,26
33,69,114,591,618,451,61,28
36,65,114,584,626,442,59,28
34,62,108,624,673,450,58,26
33,63,119,580,614,494,66,26
36,73,119,597,543,527,65,27
37,61,122,663,536,517,61,27
35,72,146,711,631,541,60,31
35,74,145,687,639,557,63,33
40,74,137,703,639,548,54,34
37,63,136,697,664,545,57,35
34,63,130,619,675,529,57,35
31,49,127,681,652,517,54,34
33,49,133,689,626,494,53,34
28,47,130,704,646,456,53,32
30,53,133,722,656,420,50,35
29,53,139,799,638,453,51,35
30,52,113,770,639,487,58,33
32,48,97,749,702,518,57,33
33,49,99,701,695,532,60,34
31,50,101,704,711,519,63,28
38,56,106,692,721,512,66,29
39,57,106,749,694,506,64,28
37,57,105,746,725,493,64,28
36,59,107,810,798,522,71,29
39,61,106,793,789,586,69,30
32,57,105,790,794,560,63,30
33,62,119,744,787,551,60,31
34,62,123,744,783,526,60,29
33,49,99,701,695,532,60,34
31,50,101,704,711,519,63,28
38,56,106,692,721,512,66,29
39,57,106,749,694,506,64,28
37,57,105,746,725,493,64,28
36,59,107,810,798,522,71,29
39,61,106,793,789,586,69,30
32,57,105,790,794,560,63,30
33,62,119,744,787,551,60,31
34,62,123,744,783,526,60,29
32,61,123,714,704,487,51,25
30,53,122,704,733,436,49,28
32,53,118,690,751,448,52,28
36,52,102,604,753,403,49,26
38,63,109,640,668,391,44,28
39,64,106,580,645,488,45,30
40,66,106,616,645,464,56,31
40,66,126,732,599,504,60,31
38,68,134,787,593,495,73,35
36,59,126,742,668,475,76,35
37,63,149,867,673,365,73,35
38,64,147,858,630,367,65,31
38,62,131,757,706,310,59,33
36,57,125,703,680,323,45,27
35,59,127,738,609,436,47,27
39,59,103,665,653,439,48,29
40,65,100,629,656,423,50,30
37,65,96,607,638,475,51,28
39,68,88,628,645,502,52,27
38,66,90,622,618,409,45,26
37,63,149,867,673,365,73,35
38,64,147,858,630,367,65,31
38,62,131,757,706,310,59,33
36,57,125,703,680,323,45,27
35,59,127,738,609,436,47,27
39,59,103,665,653,439,48,29
40,65,100,629,656,423,50,30
37,65,96,607,638,475,51,28
39,68,88,628,645,502,52,27
38,66,90,622,618,409,45,26
36,62,109,564,636,416,49,29
34,56,109,582,611,446,54,31
34,55,116,609,612,432,57,33
33,49,117,589,671,408,61,34
35,61,115,591,710,427,63,36
30,66,94,618,748,425,61,32
33,62,92,615,763,402,56,30
35,70,84,556,717,381,53,28
38,76,99,686,744,446,55,31
38,70,101,739,749,433,63,31
40,67,104,719,652,433,60,30
41,71,115,705,651,463,68,32
42,64,115,800,666,444,75,34
37,57,113,688,574,373,73,31
38,63,121,722,520,362,64,29
36,59,118,732,580,393,65,30
33,52,117,756,690,408,55,28
30,53,116,673,745,433,50,27
34,56,112,779,760,456,53,26
34,48,97,653,772,472,58,26
40,67,104,719,652,433,60,30
41,71,115,705,651,463,68,32
42,64,115,800,666,444,75,34
37,57,113,688,574,373,73,31
38,63,121,722,520,362,64,29
36,59,118,732,580,393,65,30
33,52,117,756,690,408,55,28
30,53,116,673,745,433,50,27
34,56,112,779,760,456,53,26
34,48,97,653,772,472,58,26
35,49,107,642,749,478,65,26
34,53,108,634,632,416,63,26
37,56,111,643,591,444,62,24
35,62,118,624,612,408,58,26
34,63,123,713,639,450,60,29
34,66,115,784,652,470,51,28
35,70,114,777,653,477,54,29
35,73,114,845,627,421,54,31
33,69,110,780,566,429,50,30
32,68,118,779,514,378,48,28
35,66,114,726,548,346,54,30
36,64,117,703,548,366,56,29
32,59,121,607,655,385,55,27
34,59,110,579,707,367,55,27
33,58,102,520,699,460,55,26
36,60,110,472,649,426,48,25
34,62,128,602,700,431,49,27
36,70,125,601,615,445,48,30
37,68,126,666,600,503,64,35
41,71,133,767,661,402,62,34
35,66,114,726,548,346,54,30
36,64,117,703,548,366,56,29
32,59,121,607,655,385,55,27
34,59,110,579,707,367,55,27
33,58,102,520,699,460,55,26
36,60,110,472,649,426,48,25
34,62,128,602,700,431,49,27
36,70,125,601,615,445,48,30
37,68,126,666,600,503,64,35
41,71,133,767,661,402,62,34
36,68,129,823,662,478,63,33
34,62,115,763,621,454,59,31
34,60,123,769,647,429,58,30
39,61,127,761,597,419,43,25
35,59,117,652,536,430,44,25
36,60,126,635,617,396,47,26
37,60,124,769,661,475,53,28
40,59,110,767,646,509,60,27
36,72,119,890,777,472,60,28
37,75,121,893,801,476,58,29
36,81,120,888,757,441,63,30
39,87,113,808,727,398,59,30
34,84,125,886,707,352,58,28
31,72,124,791,610,390,60,27
28,67,126,825,634,389,60,26
31,61,124,820,599,384,52,22
27,56,130,800,611,381,49,22
32,65,120,780,592,449,52,25
34,70,108,711,646,468,58,27
36,72,105,649,608,494,65,28
36,81,120,888,757,441,63,30
39,87,113,808,727,398,59,30
34,84,125,886,707,352,58,28
31,72,124,791,610,390,60,27
28,67,126,825,634,389,60,26
31,61,124,820,599,384,52,22
27,56,130,800,611,381,49,22
32,65,120,780,592,449,52,25
34,70,108,711,646,468,58,27
36,72,105,649,608,494,65,28
36,76,105,599,592,500,69,29
36,81,99,541,570,465,70,27
34,77,116,551,566,423,62,24
39,83,126,577,522,425,57,24
38,83,130,604,582,386,57,26
37,83,132,633,647,416,53,26
39,77,125,657,656,435,59,29
41,74,121,645,677,453,66,31
36,70,121,668,625,402,62,30
35,66,117,706,594,471,62,30
36,68,121,753,558,439,62,31
36,79,137,765,631,459,57,30
36,78,129,777,698,440,55,30
35,71,120,754,798,467,60,31
38,76,117,737,832,510,56,30
37,69,111,660,878,559,61,29
35,54,94,638,815,567,61,29
31,60,88,640,835,565,60,27
32,64,87,689,797,619,64,26
30,64,91,694,849,528,65,28
36,68,121,753,558,439,62,31
36,79,137,765,631,459,57,30
36,78,129,777,698,440,55,30
35,71,120,754,798,467,60,31
38,76,117,737,832,510,56,30
37,69,111,660,878,559,61,29
35,54,94,638,815,567,61,29
31,60,88,640,835,565,60,27
32,64,87,689,797,619,64,26
30,64,91,694,849,528,65,28
31,70,95,781,819,510,61,30
31,71,103,791,846,495,65,29
31,72,113,744,788,464,61,30
30,73,130,768,745,433,57,30
30,69,128,790,624,448,54,31
27,63,127,739,628,434,58,29
28,64,128,758,597,464,57,32
27,63,121,804,680,502,58,31
28,56,107,786,656,461,54,33
30,58,116,762,707,551,55,32
29,59,116,787,715,531,50,32
30,65,109,760,705,498,50,32
28,64,106,690,577,555,55,32
32,68,106,692,577,553,60,33
31,72,101,662,518,443,59,31
31,72,90,652,533,538,61,30
30,66,85,628,557,572,61,27
38,64,90,659,542,513,57,25
33,58,81,626,665,548,53,21
34,54,72,587,700,552,53,21
29,59,116,787,715,531,50,32
30,65,109,760,705,498,50,32
28,64,106,690,577,555,55,32
32,68,106,692,577,553,60,33
31,72,101,662,518,443,59,31
31,72,90,652,533,538,61,30
30,66,85,628,557,572,61,27
38,64,90,659,542,513,57,25
33,58,81,626,665,548,53,21
34,54,72,587,700,552,53,21
36,58,87,633,693,462,51,21
38,62,106,770,717,482,56,25
33,59,107,722,749,494,60,27
33,60,111,719,674,485,64,30
32,70,121,765,624,553,65,32
33,65,114,690,609,552,65,33
31,60,111,624,590,482,63,30
29,55,112,756,640,451,60,31
31,57,112,740,633,400,54,28
30,48,100,716,656,331,52,27
29,55,108,756,628,359,50,29
28,52,102,734,631,347,48,30
30,54,91,657,610,359,52,30
32,59,92,683,573,450,55,31
35,56,91,658,596,445,56,31
34,55,108,584,643,510,64,32
31,55,106,566,589,526,64,32
32,58,112,478,540,528,61,32
30,57,114,391,594,498,57,88
29,55,112,403,555,501,99,99
29,55,108,756,628,359,50,29
28,52,102,734,631,347,48,30
30,54,91,657,610,359,52,30
32,59,92,683,573,450,55,31
35,56,91,658,596,445,56,31
34,55,108,584,643,510,64,32
31,55,106,566,589,526,64,32
32,58,112,478,540,528,61,32
30,57,114,391,594,498,57,88
29,55,112,403,555,501,99,99
32,55,82,428,519,425,113,128
33,57,75,388,542,404,123,148
33,59,72,383,540,402,127,150
36,53,63,381,523,385,137,177
39,57,66,347,504,356,146,196
40,64,65,317,505,328,160,245
63,66,69,246,524,327,185,269
172,76,62,222,575,286,203,313
248,148,67,177,551,194,213,309
332,181,72,176,562,184,233,329
382,319,77,146,506,290,241,316
418,346,71,135,526,295,231,308
410,348,71,116,448,306,242,294
396,339,67,116,424,302,267,350
372,339,62,104,395,299,236,332
338,229,55,100,396,187,227,306
326,199,54,81,361,163,225,330
336,198,54,93,434,137,238,317
314,183,62,92,465,175,205,255
267,151,61,91,450,283,214,286
382,319,77,146,506,290,241,316
418,346,71,135,526,295,231,308
410,348,71,116,448,306,242,294
396,339,67,116,424,302,267,350
372,339,62,104,395,299,236,332
338,229,55,100,396,187,227,306
326,199,54,81,361,163,225,330
336,198,54,93,434,137,238,317
314,183,62,92,465,175,205,255
267,151,61,91,450,283,214,286
246,132,57,98,450,282,205,290
197,116,65,113,427,295,232,264
121,107,68,151,472,310,190,258
92,88,64,156,529,307,210,236
81,82,64,156,574,238,201,238
81,78,65,148,574,233,197,250
77,72,56,131,559,227,152,248
73,69,55,82,473,215,148,245
68,66,50,77,463,354,114,260
60,78,51,82,427,357,100,216
54,69,66,91,546,375,104,193
44,61,69,102,538,375,131,176
41,62,69,116,530,373,133,169
41,77,69,119,491,225,141,160
40,63,67,127,574,223,150,143
39,63,60,132,480,204,140,152
36,60,56,124,493,197,111,201
31,65,54,105,484,185,108,203
27,50,58,106,500,174,107,191
25,51,62,101,453,233,109,191
54,69,66,91,546,375,104,193
44,61,69,102,538,375,131,176
41,62,69,116,530,373,133,169
41,77,69,119,491,225,141,160
40,63,67,127,574,223,150,143
39,63,60,132,480,204,140,152
36,60,56,124,493,197,111,201
31,65,54,105,484,185,108,203
27,50,58,106,500,174,107,191
25,51,62,101,453,233,109,191
21,53,57,96,515,316,112,179
22,64,57,99,520,338,112,128
22,61,57,102,532,351,110,136
23,55,49,93,496,362,111,148
25,61,65,91,435,310,135,150
26,63,67,80,374,229,133,151
27,60,76,91,390,199,140,123
27,62,78,87,374,194,141,103
26,69,84,90,366,188,139,75
31,63,67,90,396,175,110,198
33,60,64,91,357,159,108,243
30,51,53,77,355,160,124,250
30,56,55,81,381,178,129,252
30,45,59,74,373,177,119,252
24,45,62,71,329,189,111,170
27,50,63,78,355,180,121,128
29,60,65,82,338,171,99,119
29,52,74,79,304,135,93,150
29,52,71,81,299,137,104,152
29,52,68,87,345,155,102,151
33,60,64,91,357,159,108,243
30,51,53,77,355,160,124,250
30,56,55,81,381,178,129,252
30,45,59,74,373,177,119,252
24,45,62,71,329,189,111,170
27,50,63,78,355,180,121,128
29,60,65,82,338,171,99,119
29,52,74,79,304,135,93,150
29,52,71,81,299,137,104,152
29,52,68,87,345,155,102,151
30,61,68,92,386,163,92,124
29,56,68,89,376,163,90,118
31,56,63,87,369,153,112,92
32,66,58,102,429,142,116,85
34,69,66,101,451,145,128,130
27,58,64,103,415,162,135,135
31,59,70,106,464,167,131,135
30,68,65,113,510,181,114,154
31,62,65,101,476,174,113,169
29,58,58,90,427,163,103,156
30,64,69,84,398,153,124,161
27,67,69,84,318,158,172,168
25,59,67,77,270,158,174,138
22,55,65,70,250,158,165,119
21,55,64,77,462,148,166,92
23,58,64,70,516,145,151,145
23,49,57,64,543,151,107,141
23,50,58,60,545,143,103,144
24,51,56,65,578,173,110,151
25,64,57,56,437,165,136,162
29,50,107,397,303,94,32,28
33,59,128,547,349,92,32,31
36,66,137,677,407,92,33,36
48,88,186,777,454,93,43,51
53,93,187,855,617,101,46,55
54,96,200,980,645,108,54,59
66,112,223,1150,803,145,57,66
75,126,274,1190,932,196,73,74
87,143,297,1280,985,214,83,82
89,149,350,1399,1122,233,91,84
91,152,391,1338,1204,250,91,86
99,167,466,1322,1200,249,108,98
126,220,575,1428,1156,335,131,129
128,227,643,1513,1153,391,142,130
134,235,654,1448,1098,404,141,131
136,241,661,1494,1098,414,140,130
136,235,619,1425,1016,438,134,127
108,181,502,1336,1063,400,105,90
94,155,385,1149,1138,354,88,81
84,142,332,1087,1010,353,87,78
78,121,265,1098,1062,341,86,77
69,109,257,1113,1094,358,88,72
73,110,267,1120,1099,345,90,77
77,106,268,1148,1018,336,93,80
84,116,287,1210,1088,323,103,90
83,117,284,1125,1055,320,104,87
80,121,297,1067,1047,293,99,87
87,143,334,1157,1061,277,103,93
84,149,350,1144,1084,277,93,87
82,144,336,1168,1054,257,84,84
78,121,265,1098,1062,341,86,77
69,109,257,1113,1094,358,88,72
73,110,267,1120,1099,345,90,77
77,106,268,1148,1018,336,93,80
84,116,287,1210,1088,323,103,90
83,117,284,1125,1055,320,104,87
80,121,297,1067,1047,293,99,87
87,143,334,1157,1061,277,103,93
84,149,350,1144,1084,277,93,87
82,144,336,1168,1054,257,84,84
98,165,339,1152,991,260,97,103
90,153,310,1121,998,263,92,95
89,144,284,989,928,246,89,92
90,140,266,974,863,264,91,94
85,139,267,882,855,296,89,86
77,125,291,1079,835,284,76,68
79,128,291,1115,859,249,78,69
70,114,268,1112,900,238,72,63
70,111,277,1156,918,222,79,61
68,107,286,1119,895,209,74,60
69,103,254,944,896,206,73,65
69,99,243,982,924,220,74,66
65,91,227,917,859,236,71,61
57,85,208,875,901,219,62,57
64,87,207,912,930,199,67,64
55,76,199,909,915,225,66,57
52,72,192,868,880,211,63,53
53,75,196,877,852,201,62,55
55,76,192,820,867,216,60,57
47,59,171,875,841,213,58,50
69,103,254,944,896,206,73,65
69,99,243,982,924,220,74,66
65,91,227,917,859,236,71,61
57,85,208,875,901,219,62,57
64,87,207,912,930,199,67,64
55,76,199,909,915,225,66,57
52,72,192,868,880,211,63,53
53,75,196,877,852,201,62,55
55,76,192,820,867,216,60,57
47,59,171,875,841,213,58,50
43,61,196,850,835,196,54,45
44,62,215,785,784,193,51,47
53,69,215,746,833,199,53,51
55,78,221,808,780,213,57,51
58,81,207,727,807,220,56,52
56,79,178,765,740,208,61,53
55,81,201,792,733,222,64,55
50,73,196,830,695,223,69,55
44,62,189,776,672,190,63,54
51,83,217,766,670,219,62,56
53,85,221,717,670,235,59,55
55,87,198,777,636,220,57,54
51,86,194,827,649,208,51,47
56,86,193,816,669,212,59,50
46,64,157,818,622,194,55,44
45,64,159,843,622,218,54,45
45,63,150,815,672,212,53,45
48,62,152,728,719,207,52,47
45,61,167,718,723,247,43,42
45,61,163,723,703,254,40,39
53,85,221,717,670,235,59,55
55,87,198,777,636,220,57,54
51,86,194,827,649,208,51,47
56,86,193,816,669,212,59,50
46,64,157,818,622,194,55,44
45,64,159,843,622,218,54,45
45,63,150,815,672,212,53,45
48,62,152,728,719,207,52,47
45,61,167,718,723,247,43,42
45,61,163,723,703,254,40,39
51,68,170,820,750,261,46,42
50,66,173,844,712,266,47,44
50,70,177,941,640,270,49,45
53,77,178,975,698,267,54,49
60,87,194,968,707,259,56,53
53,77,177,902,687,237,50,47
53,75,171,909,694,255,49,45
51,74,191,865,680,259,47,42
51,73,197,1040,691,239,46,41
47,64,185,1085,718,216,50,43
48,64,190,1082,709,188,51,45
53,69,195,1054,741,196,59,50
54,68,173,1037,780,199,61,51
49,63,151,894,690,204,62,49
50,61,152,835,629,243,58,45
48,59,144,870,706,249,56,45
44,55,130,876,819,223,52,46
47,58,124,830,879,211,55,49
47,59,129,782,865,193,51,50
44,62,162,757,908,149,52,51
48,64,190,1082,709,188,51,45
53,69,195,1054,741,196,59,50
54,68,173,1037,780,199,61,51
49,63,151,894,690,204,62,49
50,61,152,835,629,243,58,45
48,59,144,870,706,249,56,45
44,55,130,876,819,223,52,46
47,58,124,830,879,211,55,49
47,59,129,782,865,193,51,50
44,62,162,757,908,149,52,51
42,63,163,724,864,149,51,50
38,61,171,678,715,173,46,43
30,55,166,705,571,170,36,36
31,57,166,636,563,174,36,36
31,53,137,715,560,203,36,37
34,58,155,707,589,231,40,38
37,57,147,783,594,205,39,40
39,64,170,801,661,242,41,43
36,57,161,872,704,253,40,40
38,57,155,864,674,239,36,38
40,56,176,905,602,227,35,37
46,63,190,819,576,236,36,41
50,65,189,817,488,250,38,43
50,67,204,835,461,251,41,42
49,68,212,807,453,248,45,43
49,66,180,709,492,237,47,44
43,60,162,685,508,233,45,39
37,51,147,699,507,187,42,35
37,48,127,642,510,161,39,35
34,47,112,648,518,168,35,31
40,56,176,905,602,227,35,37
46,63,190,819,576,236,36,41
50,65,189,817,488,250,38,43
50,67,204,835,461,251,41,42
49,68,212,807,453,248,45,43
49,66,180,709,492,237,47,44
43,60,162,685,508,233,45,39
37,51,147,699,507,187,42,35
37,48,127,642,510,161,39,35
34,47,112,648,518,168,35,31
30,47,118,718,550,151,33,29
31,51,125,724,548,197,38,31
35,57,132,720,625,217,42,36
34,58,146,755,685,232,42,36
38,62,148,695,675,226,47,39
38,61,144,640,641,230,47,38
36,55,133,712,676,206,42,36
33,57,135,634,649,173,41,31
34,63,136,629,636,179,44,31
34,58,136,657,642,176,43,32
36,58,129,683,612,198,43,35
38,62,140,730,622,199,43,36
39,58,132,795,631,195,40,36
39,53,122,727,629,173,38,38
36,54,131,754,618,183,34,35
35,56,143,769,644,175,36,34
35,54,144,725,646,170,35,34
34,55,154,696,618,177,34,34
34,56,170,758,559,178,36,31
